Country,ISO3,Indicator,Unit,2018,2019,2020,2021,2022
Bhutan,BTN,"Monthly Atmospheric Carbon Dioxide Concentrations, Year on Year Percentage Change",Percent,0.4825,0.7174999999999999,0.6233333333333334,0.5308333333333334,0.5083333333333333
Brunei Darussalam,BRN,Monthly Atmospheric Carbon Dioxide Concentrations,Parts Per Million,408.715,411.64916666666664,414.21416666666664,416.4141666666667,418.52833333333336
Brunei Darussalam,BRN,"Monthly Atmospheric Carbon Dioxide Concentrations, Year on Year Percentage Change",Percent,0.4825,0.7174999999999999,0.6233333333333334,0.5308333333333334,0.5083333333333333
Cambodia,KHM,Monthly Atmospheric Carbon Dioxide Concentrations,Parts Per Million,408.715,411.64916666666664,414.21416666666664,416.4141666666667,418.52833333333336
Cambodia,KHM,"Monthly Atmospheric Carbon Dioxide Concentrations, Year on Year Percentage Change",Percent,0.4825,0.7174999999999999,0.6233333333333334,0.5308333333333334,0.5083333333333333
China,CHN,Monthly Atmospheric Carbon Dioxide Concentrations,Parts Per Million,408.715,411.64916666666664,414.21416666666664,416.4141666666667,418.52833333333336
China,CHN,"Monthly Atmospheric Carbon Dioxide Concentrations, Year on Year Percentage Change",Percent,0.4825,0.7174999999999999,0.6233333333333334,0.5308333333333334,0.5083333333333333
Cyprus,CYP,Monthly Atmospheric Carbon Dioxide Concentrations,Parts Per Million,408.715,411.64916666666664,414.21416666666664,416.4141666666667,418.52833333333336
Cyprus,CYP,"Monthly Atmospheric Carbon Dioxide Concentrations, Year on Year Percentage Change",Percent,0.4825,0.7174999999999999,0.6233333333333334,0.5308333333333334,0.5083333333333333
Georgia,GEO,Monthly Atmospheric Carbon Dioxide Concentrations,Parts Per Million,408.715,411.64916666666664,414.21416666666664,416.4141666666667,418.52833333333336
Georgia,GEO,"Monthly Atmospheric Carbon Dioxide Concentrations, Year on Year Percentage Change",Percent,0.4825,0.7174999999999999,0.6233333333333334,0.5308333333333334,0.5083333333333333
Hong Kong,HKG,Monthly Atmospheric Carbon Dioxide Concentrations,Parts Per Million,408.715,411.64916666666664,414.21416666666664,416.4141666666667,418.52833333333336
Hong Kong,HKG,"Monthly Atmospheric Carbon Dioxide Concentrations, Year on Year Percentage Change",Percent,0.4825,0.7174999999999999,0.6233333333333334,0.5308333333333334,0.5083333333333333
India,IND,Monthly Atmospheric Carbon Dioxide Concentrations,Parts Per Million,408.715,411.64916666666664,414.21416666666664,416.4141666666667,418.52833333333336
India,IND,"Monthly Atmospheric Carbon Dioxide Concentrations, Year on Year Percentage Change",Percent,0.4825,0.7174999999999999,0.6233333333333334,0.5308333333333334,0.5083333333333333
Indonesia,IDN,Monthly Atmospheric Carbon Dioxide Concentrations,Parts Per Million,408.715,411.64916666666664,414.21416666666664,416.4141666666667,418.52833333333336
Indonesia,IDN,"Monthly Atmospheric Carbon Dioxide Concentrations, Year on Year Percentage Change",Percent,0.4825,0.7174999999999999,0.6233333333333334,0.5308333333333334,0.5083333333333333
Iran,IRN,Monthly Atmospheric Carbon Dioxide Concentrations,Parts Per Million,408.715,411.64916666666664,414.21416666666664,416.4141666666667,418.52833333333336
Iran,IRN,"Monthly Atmospheric Carbon Dioxide Concentrations, Year on Year Percentage Change",Percent,0.4825,0.7174999999999999,0.6233333333333334,0.5308333333333334,0.5083333333333333
Iraq,IRQ,Monthly Atmospheric Carbon Dioxide Concentrations,Parts Per Million,408.715,411.64916666666664,414.21416666666664,416.4141666666667,418.52833333333336
Iraq,IRQ,"Monthly Atmospheric Carbon Dioxide Concentrations, Year on Year Percentage Change",Percent,0.4825,0.7174999999999999,0.6233333333333334,0.5308333333333334,0.5083333333333333
Israel,ISR,Monthly Atmospheric Carbon Dioxide Concentrations,Parts Per Million,408.715,411.64916666666664,414.21416666666664,416.4141666666667,418.52833333333336
Israel,ISR,"Monthly Atmospheric Carbon Dioxide Concentrations, Year on Year Percentage Change",Percent,0.4825,0.7174999999999999,0.6233333333333334,0.5308333333333334,0.5083333333333333
Japan,JPN,Monthly Atmospheric Carbon Dioxide Concentrations,Parts Per Million,408.715,411.64916666666664,414.21416666666664,416.4141666666667,418.52833333333336
Japan,JPN,"Monthly Atmospheric Carbon Dioxide Concentrations, Year on Year Percentage Change",Percent,0.4825,0.7174999999999999,0.6233333333333334,0.5308333333333334,0.5083333333333333
Jordan,JOR,Monthly Atmospheric Carbon Dioxide Concentrations,Parts Per Million,408.715,411.64916666666664,414.21416666666664,416.4141666666667,418.52833333333336
Jordan,JOR,"Monthly Atmospheric Carbon Dioxide Concentrations, Year on Year Percentage Change",Percent,0.4825,0.7174999999999999,0.6233333333333334,0.5308333333333334,0.5083333333333333
Kazakhstan,KAZ,Monthly Atmospheric Carbon Dioxide Concentrations,Parts Per Million,408.715,411.64916666666664,414.21416666666664,416.4141666666667,418.52833333333336
Kazakhstan,KAZ,"Monthly Atmospheric Carbon Dioxide Concentrations, Year on Year Percentage Change",Percent,0.4825,0.7174999999999999,0.6233333333333334,0.5308333333333334,0.5083333333333333
North Korea,PRK,Monthly Atmospheric Carbon Dioxide Concentrations,Parts Per Million,408.715,411.64916666666664,414.21416666666664,416.4141666666667,418.52833333333336
North Korea,PRK,"Monthly Atmospheric Carbon Dioxide Concentrations, Year on Year Percentage Change",Percent,0.4825,0.7174999999999999,0.6233333333333334,0.5308333333333334,0.5083333333333333
South Korea,KOR,Monthly Atmospheric Carbon Dioxide Concentrations,Parts Per Million,408.715,411.64916666666664,414.21416666666664,416.4141666666667,418.52833333333336
South Korea,KOR,"Monthly Atmospheric Carbon Dioxide Concentrations, Year on Year Percentage Change",Percent,0.4825,0.7174999999999999,0.6233333333333334,0.5308333333333334,0.5083333333333333
Kuwait,KWT,Monthly Atmospheric Carbon Dioxide Concentrations,Parts Per Million,408.715,411.64916666666664,414.21416666666664,416.4141666666667,418.52833333333336
Kuwait,KWT,"Monthly Atmospheric Carbon Dioxide Concentrations, Year on Year Percentage Change",Percent,0.4825,0.7174999999999999,0.6233333333333334,0.5308333333333334,0.5083333333333333
Kyrgyzstan,KGZ,Monthly Atmospheric Carbon Dioxide Concentrations,Parts Per Million,408.715,411.64916666666664,414.21416666666664,416.4141666666667,418.52833333333336
Kyrgyzstan,KGZ,"Monthly Atmospheric Carbon Dioxide Concentrations, Year on Year Percentage Change",Percent,0.4825,0.7174999999999999,0.6233333333333334,0.5308333333333334,0.5083333333333333
Laos,LAO,Monthly Atmospheric Carbon Dioxide Concentrations,Parts Per Million,408.715,411.64916666666664,414.21416666666664,416.4141666666667,418.52833333333336
Laos,LAO,"Monthly Atmospheric Carbon Dioxide Concentrations, Year on Year Percentage Change",Percent,0.4825,0.7174999999999999,0.6233333333333334,0.5308333333333334,0.5083333333333333
Lebanon,LBN,Monthly Atmospheric Carbon Dioxide Concentrations,Parts Per Million,408.715,411.64916666666664,414.21416666666664,416.4141666666667,418.52833333333336
Lebanon,LBN,"Monthly Atmospheric Carbon Dioxide Concentrations, Year on Year Percentage Change",Percent,0.4825,0.7174999999999999,0.6233333333333334,0.5308333333333334,0.5083333333333333
Macao,MAC,Monthly Atmospheric Carbon Dioxide Concentrations,Parts Per Million,408.715,411.64916666666664,414.21416666666664,416.4141666666667,418.52833333333336
Macao,MAC,"Monthly Atmospheric Carbon Dioxide Concentrations, Year on Year Percentage Change",Percent,0.4825,0.7174999999999999,0.6233333333333334,0.5308333333333334,0.5083333333333333
Malaysia,MYS,Monthly Atmospheric Carbon Dioxide Concentrations,Parts Per Million,408.715,411.64916666666664,414.21416666666664,416.4141666666667,418.52833333333336
Malaysia,MYS,"Monthly Atmospheric Carbon Dioxide Concentrations, Year on Year Percentage Change",Percent,0.4825,0.7174999999999999,0.6233333333333334,0.5308333333333334,0.5083333333333333
Maldives,MDV,Monthly Atmospheric Carbon Dioxide Concentrations,Parts Per Million,408.715,411.64916666666664,414.21416666666664,416.4141666666667,418.52833333333336
Maldives,MDV,"Monthly Atmospheric Carbon Dioxide Concentrations, Year on Year Percentage Change",Percent,0.4825,0.7174999999999999,0.6233333333333334,0.5308333333333334,0.5083333333333333
Mongolia,MNG,Monthly Atmospheric Carbon Dioxide Concentrations,Parts Per Million,408.715,411.64916666666664,414.21416666666664,416.4141666666667,418.52833333333336
Mongolia,MNG,"Monthly Atmospheric Carbon Dioxide Concentrations, Year on Year Percentage Change",Percent,0.4825,0.7174999999999999,0.6233333333333334,0.5308333333333334,0.5083333333333333
Myanmar,MMR,Monthly Atmospheric Carbon Dioxide Concentrations,Parts Per Million,408.715,411.64916666666664,414.21416666666664,416.4141666666667,418.52833333333336
Myanmar,MMR,"Monthly Atmospheric Carbon Dioxide Concentrations, Year on Year Percentage Change",Percent,0.4825,0.7174999999999999,0.6233333333333334,0.5308333333333334,0.5083333333333333
Nepal,NPL,Monthly Atmospheric Carbon Dioxide Concentrations,Parts Per Million,408.715,411.64916666666664,414.21416666666664,416.4141666666667,418.52833333333336
Nepal,NPL,"Monthly Atmospheric Carbon Dioxide Concentrations, Year on Year Percentage Change",Percent,0.4825,0.7174999999999999,0.6233333333333334,0.5308333333333334,0.5083333333333333
Oman,OMN,Monthly Atmospheric Carbon Dioxide Concentrations,Parts Per Million,408.715,411.64916666666664,414.21416666666664,416.4141666666667,418.52833333333336
Oman,OMN,"Monthly Atmospheric Carbon Dioxide Concentrations, Year on Year Percentage Change",Percent,0.4825,0.7174999999999999,0.6233333333333334,0.5308333333333334,0.5083333333333333
Pakistan,PAK,Monthly Atmospheric Carbon Dioxide Concentrations,Parts Per Million,408.715,411.64916666666664,414.21416666666664,416.4141666666667,418.52833333333336
Pakistan,PAK,"Monthly Atmospheric Carbon Dioxide Concentrations, Year on Year Percentage Change",Percent,0.4825,0.7174999999999999,0.6233333333333334,0.5308333333333334,0.5083333333333333
State of Palestine,PSE,Monthly Atmospheric Carbon Dioxide Concentrations,Parts Per Million,408.715,411.64916666666664,414.21416666666664,416.4141666666667,418.52833333333336
State of Palestine,PSE,"Monthly Atmospheric Carbon Dioxide Concentrations, Year on Year Percentage Change",Percent,0.4825,0.7174999999999999,0.6233333333333334,0.5308333333333334,0.5083333333333333
Philippines,PHL,Monthly Atmospheric Carbon Dioxide Concentrations,Parts Per Million,408.715,411.64916666666664,414.21416666666664,416.4141666666667,418.52833333333336
Philippines,PHL,"Monthly Atmospheric Carbon Dioxide Concentrations, Year on Year Percentage Change",Percent,0.4825,0.7174999999999999,0.6233333333333334,0.5308333333333334,0.5083333333333333
Qatar,QAT,Monthly Atmospheric Carbon Dioxide Concentrations,Parts Per Million,408.715,411.64916666666664,414.21416666666664,416.4141666666667,418.52833333333336
Qatar,QAT,"Monthly Atmospheric Carbon Dioxide Concentrations, Year on Year Percentage Change",Percent,0.4825,0.7174999999999999,0.6233333333333334,0.5308333333333334,0.5083333333333333
Saudi Arabia,SAU,Monthly Atmospheric Carbon Dioxide Concentrations,Parts Per Million,408.715,411.64916666666664,414.21416666666664,416.4141666666667,418.52833333333336
Saudi Arabia,SAU,"Monthly Atmospheric Carbon Dioxide Concentrations, Year on Year Percentage Change",Percent,0.4825,0.7174999999999999,0.6233333333333334,0.5308333333333334,0.5083333333333333
Singapore,SGP,Monthly Atmospheric Carbon Dioxide Concentrations,Parts Per Million,408.715,411.64916666666664,414.21416666666664,416.4141666666667,418.52833333333336
Singapore,SGP,"Monthly Atmospheric Carbon Dioxide Concentrations, Year on Year Percentage Change",Percent,0.4825,0.7174999999999999,0.6233333333333334,0.5308333333333334,0.5083333333333333
Sri Lanka,LKA,Monthly Atmospheric Carbon Dioxide Concentrations,Parts Per Million,408.715,411.64916666666664,414.21416666666664,416.4141666666667,418.52833333333336
Sri Lanka,LKA,"Monthly Atmospheric Carbon Dioxide Concentrations, Year on Year Percentage Change",Percent,0.4825,0.7174999999999999,0.6233333333333334,0.5308333333333334,0.5083333333333333
Syrian Arab Republic,SYR,Monthly Atmospheric Carbon Dioxide Concentrations,Parts Per Million,408.715,411.64916666666664,414.21416666666664,416.4141666666667,418.52833333333336
Syrian Arab Republic,SYR,"Monthly Atmospheric Carbon Dioxide Concentrations, Year on Year Percentage Change",Percent,0.4825,0.7174999999999999,0.6233333333333334,0.5308333333333334,0.5083333333333333
Taiwan,TWN,Monthly Atmospheric Carbon Dioxide Concentrations,Parts Per Million,408.715,411.64916666666664,414.21416666666664,416.4141666666667,418.52833333333336
Taiwan,TWN,"Monthly Atmospheric Carbon Dioxide Concentrations, Year on Year Percentage Change",Percent,0.4825,0.7174999999999999,0.6233333333333334,0.5308333333333334,0.5083333333333333
Tajikistan,TJK,Monthly Atmospheric Carbon Dioxide Concentrations,Parts Per Million,408.715,411.64916666666664,414.21416666666664,416.4141666666667,418.52833333333336
Tajikistan,TJK,"Monthly Atmospheric Carbon Dioxide Concentrations, Year on Year Percentage Change",Percent,0.4825,0.7174999999999999,0.6233333333333334,0.5308333333333334,0.5083333333333333
Thailand,THA,Monthly Atmospheric Carbon Dioxide Concentrations,Parts Per Million,408.715,411.64916666666664,414.21416666666664,416.4141666666667,418.52833333333336
Thailand,THA,"Monthly Atmospheric Carbon Dioxide Concentrations, Year on Year Percentage Change",Percent,0.4825,0.7174999999999999,0.6233333333333334,0.5308333333333334,0.5083333333333333
Timor-Leste,TLS,Monthly Atmospheric Carbon Dioxide Concentrations,Parts Per Million,408.715,411.64916666666664,414.21416666666664,416.4141666666667,418.52833333333336
Timor-Leste,TLS,"Monthly Atmospheric Carbon Dioxide Concentrations, Year on Year Percentage Change",Percent,0.4825,0.7174999999999999,0.6233333333333334,0.5308333333333334,0.5083333333333333
Türkiye,TUR,Monthly Atmospheric Carbon Dioxide Concentrations,Parts Per Million,408.715,411.64916666666664,414.21416666666664,416.4141666666667,418.52833333333336
Türkiye,TUR,"Monthly Atmospheric Carbon Dioxide Concentrations, Year on Year Percentage Change",Percent,0.4825,0.7174999999999999,0.6233333333333334,0.5308333333333334,0.5083333333333333
Turkmenistan,TKM,Monthly Atmospheric Carbon Dioxide Concentrations,Parts Per Million,408.715,411.64916666666664,414.21416666666664,416.4141666666667,418.52833333333336
Turkmenistan,TKM,"Monthly Atmospheric Carbon Dioxide Concentrations, Year on Year Percentage Change",Percent,0.4825,0.7174999999999999,0.6233333333333334,0.5308333333333334,0.5083333333333333
United Arab Emirates,ARE,Monthly Atmospheric Carbon Dioxide Concentrations,Parts Per Million,408.715,411.64916666666664,414.21416666666664,416.4141666666667,418.52833333333336
United Arab Emirates,ARE,"Monthly Atmospheric Carbon Dioxide Concentrations, Year on Year Percentage Change",Percent,0.4825,0.7174999999999999,0.6233333333333334,0.5308333333333334,0.5083333333333333
Uzbekistan,UZB,Monthly Atmospheric Carbon Dioxide Concentrations,Parts Per Million,408.715,411.64916666666664,414.21416666666664,416.4141666666667,418.52833333333336
Uzbekistan,UZB,"Monthly Atmospheric Carbon Dioxide Concentrations, Year on Year Percentage Change",Percent,0.4825,0.7174999999999999,0.6233333333333334,0.5308333333333334,0.5083333333333333
Viet Nam,VNM,Monthly Atmospheric Carbon Dioxide Concentrations,Parts Per Million,408.715,411.64916666666664,414.21416666666664,416.4141666666667,418.52833333333336
Viet Nam,VNM,"Monthly Atmospheric Carbon Dioxide Concentrations, Year on Year Percentage Change",Percent,0.4825,0.7174999999999999,0.6233333333333334,0.5308333333333334,0.5083333333333333
Yemen,YEM,Monthly Atmospheric Carbon Dioxide Concentrations,Parts Per Million,408.715,411.64916666666664,414.21416666666664,416.4141666666667,418.52833333333336
Yemen,YEM,"Monthly Atmospheric Carbon Dioxide Concentrations, Year on Year Percentage Change",Percent,0.4825,0.7174999999999999,0.6233333333333334,0.5308333333333334,0.5083333333333333
